state,constituency,image,result,votes,margin,name,party
Maharashtra,Nashik,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/AVHAD-2024-10010.jpg,lost,1210,-615519,ADV. ZUNJAR MHASUJI AVHAD,Bahujan Republican  Socialist Party
Maharashtra,Nashik,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SOPAN-2024-10589.jpg,lost,1211,-615518,SOPAN NIVRUTTI SOMWANSHI,Independent
Maharashtra,Nashik,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/DHANA-2024-10086.jpg,lost,1376,-615353,DHANAJI ASHOK TOPALE,Independent
Maharashtra,Nashik,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/CHAND-2024-10175.jpg,lost,6608,-610121,CHANDRAKANT KESHAVRAO THAKUR,Independent
Maharashtra,Nanded,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RATHO-2024-4332.jpg,lost,808,-528086,RATHOD SURESH GOPINATH,Independent
Maharashtra,Nashik,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SHANT-2024-9222.jpg,lost,44524,-572205,SHANTIGIRIJI MAUNGIRIJI MAHARAJ,Independent
Maharashtra,Nanded,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/HARIP-2024-3893.jpg,lost,878,-528016,HARI PIRAJI BOYALE,Bahujan Bharat Party
Maharashtra,Nanded,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RUKMI-2024-20240408065520.jpg,lost,903,-527991,RUKMINBAI SHANKARRAO GITE,Bharatiya Praja Surajya Paksha
Maharashtra,Nanded,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/MAHAR-2024-20240401024041.jpg,lost,913,-527981,MAHARUDRA KESHAV POPLAITKAR,Independent
Maharashtra,Nanded,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/LAXMA-2024-3070.jpg,lost,923,-527971,LAXMAN NAGORAO PATIL,Independent
Maharashtra,Nanded,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/GAJAN-2024-20240406115403.jpg,lost,950,-527944,GAJANAN DATTRAMJI DHUMAL,Independent
Maharashtra,Nanded,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/JAGDI-2024-2796.jpg,lost,963,-527931,JAGDISH LAXMAN POTRE,Independent
Maharashtra,Nanded,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/KADAM-2024-2800.jpg,lost,799,-528095,KADAM SURAJ DEVENDRA,Independent
Maharashtra,Nanded,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SAHEB-2024-20240408064917.jpg,lost,1193,-527701,SAHEBRAO BHIVA GAJBHARE,Independent
Maharashtra,Nanded,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/KALPA-2024-20240408065419.jpg,lost,1310,-527584,KALPANA SANJAY GAIKWAD,Independent
Maharashtra,Nanded,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/DEVID-2024-4342.jpg,lost,1471,-527423,DEVIDAS GOVINDRAO INGLE,Independent
Maharashtra,Nanded,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ABDUL-2024-4075.jpg,lost,1510,-527384,ABDUL RAIS AHEMAD,Desh Janhit Party
Maharashtra,Nanded,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/BHASK-2024-3197.jpg,lost,2080,-526814,BHASKAR CHAMPATRAO DOIFODE,Independent
Maharashtra,Osmanabad,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/KAKAF-2024-6488.jpg,lost,4811,-743941,KAKA FULCHAND KAMBLE,Independent
Maharashtra,Nanded,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SUSHI-2024-4350.jpg,lost,1890,-527004,SUSHILA NILKANTHRAO PAWAR,Samnak Janta Party
Maharashtra,Nanded,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/KAUSA-2024-4335.jpg,lost,1215,-527679,KAUSAR SULTANA,Indian National League
Maharashtra,Nanded,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAHUL-2024-4346.jpg,lost,737,-528157,RAHUL SURYAKANT YANGADE,Bahujan Mukti Party
Maharashtra,Nanded,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/DNYAN-2024-3854.jpg,lost,681,-528213,DNYANESHWAR RAOSAHEB KAPATE,Independent
Maharashtra,Nanded,img/nota.jpg,,3628,-525266,NOTA,None of the Above
Maharashtra,Nashik,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/KARAN-2024-9964.jpg,lost,47193,-569536,KARAN PANDHARINATH GAIKAR,Vanchit Bahujan  Aaghadi
Maharashtra,Nashik,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/HEMAN-2024-20240502064006.jpg,lost,454728,-162001,GODSE HEMANT TUKARAM,Shiv Sena
Maharashtra,Nashik,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/PARAG-2024-20240504041709.jpg,won,616729,+ 162001,RAJABHAU (PARAG) PRAKASH WAJE,Shiv Sena (Uddhav Balasaheb Thackrey)
Maharashtra,Nandurbar,img/nota.jpg,,14123,-731875,NOTA,None of the Above
Maharashtra,Nandurbar,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/GITAN-2024-7705.jpg,lost,2381,-743617,GITANJALI SHASHIKANT KOLI,Independent
Maharashtra,Nandurbar,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/JALAM-2024-20240429034123.jpg,lost,2587,-743411,JALAMSING SUTUM PAWAR,Independent
Maharashtra,Nandurbar,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAVIN-2024-8299.jpg,lost,2625,-743373,RAVINDRA RANJIT VALVI,Bharat Adivasi Party
Maharashtra,Nandurbar,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/DEEPA-2024-7665.jpg,lost,3571,-742427,DEEPAKKUMAR MADHUKAR SHIRSATH,Independent
Maharashtra,Nandurbar,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/HEMAN-2024-8553.jpg,lost,4081,-741917,HEMANT MANSARAM KOLI,Vanchit Bahujan  Aaghadi
Maharashtra,Nandurbar,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ROHID-2024-8245.jpg,lost,4947,-741051,ROHIDAS GEMAJI VALVI,Independent
Maharashtra,Nandurbar,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/NIRMA-2024-7596.jpg,lost,6947,-739051,NIRMALA VASAVE,Peoples Party of India (Democratic)
Maharashtra,Nandurbar,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SUSHI-2024-8160.jpg,lost,8887,-737111,SUSHILKUMAR JAHANGIR PAWARA,Independent
Maharashtra,Nandurbar,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/AANAN-2024-8338.jpg,lost,10644,-735354,ANANDA SUKALAL KOLI,Bahujan Samaj Party
Maharashtra,Nandurbar,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/HEENA-2024-20240429034052.jpg,lost,586878,-159120,DR HEENA VIJAYKUMAR GAVIT,Bharatiya Janata Party
Maharashtra,Nandurbar,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ADVGO-2024-7105.jpg,won,745998,+ 159120,ADV GOWAAL KAGADA PADAVI,Indian National Congress
Maharashtra,Nashik,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ARUNM-2024-10256.jpg,lost,7751,-608978,ARUN MADHUKAR KALE,Bahujan Samaj Party
Maharashtra,Osmanabad,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAMHA-2024-6595.jpg,lost,3263,-745489,RAM HANUMANT SHENDAGE,Independent
Maharashtra,Parbhani,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/KISHO-2024-3231.jpg,lost,5480,-595863,KISHORE RADHAKISHAN DHAGE,Independent
Maharashtra,Osmanabad,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/GOREN-2024-6111.jpg,lost,2336,-746416,GORE NETAJI NAGNATH,Desh Janhit Party
Maharashtra,Parbhani,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/GANPA-2024-3241.jpg,lost,3604,-597739,COMRADE GANPAT BHISE,Independent
Maharashtra,Parbhani,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SHRIR-2024-4084.jpg,lost,3628,-597715,SHRIRAM BANSILAL JADHAV,Jai Sewalal Bahujan Vikas Party
Maharashtra,Parbhani,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/APASA-2024-2740.jpg,lost,3891,-597452,APPASAHEB OMKAR KADAM,Independent
Maharashtra,Parbhani,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/KARBH-2024-4045.jpg,lost,4276,-597067,KARBHARI KUNDLIK MITHE,Independent
Maharashtra,Parbhani,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/DASHA-2024-4161.jpg,lost,4394,-596949,DASHARATH PRABHKAR RATHOD,Maharashtra Vikas Aghadi
Maharashtra,Parbhani,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SYEDI-2024-3649.jpg,lost,4644,-596699,SAYED IRSHAD ALI SAYYED LAYAKH ALI,Social Democratic Party Of India
Maharashtra,Parbhani,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/DNYAN-2024-3793.jpg,lost,3539,-597804,DNYANESHWAR JAGANNATH DAHIBHATE,Independent
Maharashtra,Parbhani,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/KISHO-2024-3862.jpg,lost,6548,-594795,KISHORKUMAR PRAKASH SHINDE,Independent
Maharashtra,Parbhani,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ARJUN-2024-3560.jpg,lost,6923,-594420,ARJUN DNYANOBA BHISE,Independent
Maharashtra,Parbhani,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/VILAS-2024-4170.jpg,lost,8820,-592523,PROF. DR. VILAS BANSIDHAR TANGADE,Independent
Maharashtra,Parbhani,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/KAILA-2024-3813.jpg,lost,9520,-591823,KAILAS BALIRAM PAWAR (NAIK),Baliraja Party
Maharashtra,Parbhani,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/KRISH-2024-2653.jpg,lost,10154,-591189,KRUSHNA TRIMBAKRAO PAWAR,Independent
Maharashtra,Parbhani,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SAMIR-2024-3467.jpg,lost,11056,-590287,SAMIR GANESHRAO DUDHGAONKAR,Independent
Maharashtra,Parbhani,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/KAMBL-2024-3326.jpg,lost,11060,-590283,KAMBLE SHIVAJI DEVAJI,Independent
Maharashtra,Parbhani,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAJAN-2024-2989.jpg,lost,6649,-594694,COMRADE RAJAN KSHIRSAGAR,Communist Party of India
Maharashtra,Parbhani,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ALAMG-2024-3912.jpg,lost,11062,-590281,ALAMGIR MOHAMMAD KHAN,Bahujan Samaj Party
Maharashtra,Parbhani,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ANILM-2024-2643.jpg,lost,3533,-597810,ANIL MANIKRAO MUDGALKAR,Independent
Maharashtra,Parbhani,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SUBHA-2024-3847.jpg,lost,3434,-597909,SUBHASH DATTARAV JAVLE,Independent
Maharashtra,Pune,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAVIN-2024-5340.jpg,lost,461690,-123038,DHANGEKAR RAVINDRA HEMRAJ,Indian National Congress
Maharashtra,Nanded,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/NAGES-2024-4352.jpg,lost,3318,-525576,NAGESH SAMBHAJI GAIKWAD,Independent
Maharashtra,Pune,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/MURLI-2024-8692.jpg,won,584728,+ 123038,MURLIDHAR MOHOL,Bharatiya Janata Party
Maharashtra,Parbhani,img/nota.jpg,,3385,-597958,NOTA,None of the Above
Maharashtra,Parbhani,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/BOBAD-2024-2903.jpg,lost,1246,-600097,BOBADE SAKHARAM PADEGAONKAR,Independent
Maharashtra,Parbhani,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/MUSTA-2024-2983.jpg,lost,1302,-600041,MUSTAFA MAINODDIN SHAIKH,Independent
Maharashtra,Parbhani,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/GOVIN-2024-2680.jpg,lost,3459,-597884,GOVIND BHAIYYA RAMRAO DESHMUKH,Independent
Maharashtra,Parbhani,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/VISHN-2024-3100.jpg,lost,1860,-599483,VISHNUDAS SHIVAJI BHOSALE,Independent
Maharashtra,Parbhani,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/VINOD-2024-3218.jpg,lost,2041,-599302,ADV. VINOD CHHAGANRAO AMBHORE,Bahujan Mukti Party
Maharashtra,Parbhani,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/1712046932WhatsAppImage2024-04-02at20356PM.jpeg,lost,2339,-599004,SANGEETA VYAKANTRAO GIRI,Swarajya Shakti Sena
Maharashtra,Parbhani,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SHAIK-2024-3295.jpg,lost,2619,-598724,SHAIKH SALEEM SHAIKH IBRAHIM,All India Majlis-E-Inquilab-E-Millat
Maharashtra,Parbhani,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SAYYD-2024-4136.jpg,lost,2650,-598693,SAYYD ABDUL SATTAR AJIJ,Independent
Maharashtra,Parbhani,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAJEN-2024-3627.jpg,lost,2812,-598531,RAJENDRA RAMDAS ATKAL,Independent
Maharashtra,Parbhani,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAJAB-2024-3773.jpg,lost,3302,-598041,RAJABHAU SHESHRAO KAKDE,Independent
Maharashtra,Parbhani,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/VIJAY-2024-3059.jpg,lost,1959,-599384,VIJAY ANNASAHEB THOMBARE,Independent
Maharashtra,Parbhani,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/DRGOV-2024-3925.jpg,lost,15395,-585948,DR. GOVARDHAN BHIWAJI KHANDAGALE,Bahujan Bharat Party
Maharashtra,Parbhani,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/PANJA-2024-3937.jpg,lost,95967,-505376,PANJAB UTTAMRAO DAKH,Vanchit Bahujan  Aaghadi
Maharashtra,Parbhani,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/JANKA-2024-2712.jpg,lost,467282,-134061,JANKAR MAHADEV JAGANNATH,Rashtriya Samaj Paksha
Maharashtra,Osmanabad,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ADVV-2024-6042.jpg,lost,865,-747887,ADV. VISHVJEET VIJAYKUMAR SHINDE,Aadarsh Sangram Party
Maharashtra,Osmanabad,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/NITES-2024-5474.jpg,lost,1079,-747673,NITESH SHIVAJI PAWAR,Hindrashtra Sangh
Maharashtra,Osmanabad,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/NAVNA-2024-4542.jpg,lost,1135,-747617,NAVNATH VISHWANATH DUDHAL,Vishva Shakti Party
Maharashtra,Osmanabad,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/MANOH-2024-20240418065117.jpg,lost,1190,-747562,MANOHAR ANANDRAO PATIL,Independent
Maharashtra,Osmanabad,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/BHORE-2024-6636.jpg,lost,1204,-747548,BHORE NITIN KHANDU,Independent
Maharashtra,Osmanabad,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SOMNA-2024-6337.jpg,lost,1268,-747484,SOMNATH NANASAHEB KAMBLE,Independent
Maharashtra,Osmanabad,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SHAYA-2024-5432.jpg,lost,782,-747970,SHAYANI NAVANATH JADHAV,Independent
Maharashtra,Osmanabad,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/YOGIR-2024-6060.jpg,lost,1336,-747416,YOGIRAJ ANANTA TAMBE,Independent
Maharashtra,Osmanabad,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SHAIK-2024-6544.jpg,lost,1686,-747066,SHAIKH NAUSHAD IQBAL,Swarajya Shakti Sena
Maharashtra,Osmanabad,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ARYAN-2024-4505.jpg,lost,1887,-746865,ARYANRAJE KISANRAO SHINDE,Rashtriya Samaj Dal (R)
Maharashtra,Osmanabad,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ARJUN-2024-4498.jpg,lost,1935,-746817,ARJUN (DADA) SALGAR,Independent
Maharashtra,Osmanabad,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SIDDH-2024-6654.jpg,lost,2060,-746692,SIDDIK IBRAHIM BAUDIWALE ALIAS GOLABHAI,All India Majlis-E-Ittehadul Muslimeen
Maharashtra,Osmanabad,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/NAVNA-2024-6015.jpg,lost,2108,-746644,NAVNATH DASHRATH UPALEKAR,Independent
Maharashtra,Osmanabad,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/HANUM-2024-6052.jpg,lost,2172,-746580,HANUMANT LAXMAN BONDAR,Independent
Maharashtra,Osmanabad,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SHAMR-2024-5771.jpg,lost,1509,-747243,SHAMRAO HARIBHAU PAWAR,Samnak Janta Party
Maharashtra,Osmanabad,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/NITIN-2024-20240419113722.jpg,lost,731,-748021,NITIN NAGNATH GAIKWAD,Independent
Maharashtra,Osmanabad,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/BHAUS-2024-20240419114227.jpg,lost,677,-748075,ADV. BHAUSAHEB ANIL BELURE,Independent
Maharashtra,Osmanabad,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/VILAS-2024-5765.jpg,lost,610,-748142,VILAS BHAGWAT GHADGE,Independent
Maharashtra,Parbhani,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/JADHA-2024-2971.jpg,won,601343,+ 134061,JADHAV SANJAY ( BANDU ) HARIBHAU,Shiv Sena (Uddhav Balasaheb Thackrey)
Maharashtra,Palghar,img/nota.jpg,,23385,-577859,NOTA,None of the Above
Maharashtra,Palghar,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAHUL-2024-10059.jpg,lost,7085,-594159,COMRADE RAHUL MEDHA,Marxist Leninist Party of India (Red Flag)
Maharashtra,Palghar,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/AMARK-2024-10340.jpg,lost,9821,-591423,AMAR KISAN KAVALE,Independent
Maharashtra,Palghar,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/DINKA-2024-10036.jpg,lost,10687,-590557,DINKAR DATTATRAYA WADHAN,Independent
Maharashtra,Palghar,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/MOHAN-2024-9994.jpg,lost,10761,-590483,MOHAN BARAKU GUHE,Bharat Adivasi Party
Maharashtra,Palghar,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/VIJAY-2024-9463.jpg,lost,10936,-590308,VIJAYA RAJKUMAR MHATRE,Vanchit Bahujan  Aaghadi
Maharashtra,Palghar,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/MEENA-2024-9343.jpg,lost,14235,-587009,MEENA KISHOR BHAD,Independent
Maharashtra,Palghar,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/BHARA-2024-9923.jpg,lost,15465,-585779,BHARAT SAMJI VANGA,Bahujan Samaj Party
Maharashtra,Palghar,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAJES-2024-9197.jpg,lost,254517,-346727,RAJESH RAGHUNATH PATIL,Bahujan Vikas Aaghadi
Maharashtra,Palghar,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/BHART-2024-10068.jpg,lost,417938,-183306,BHARTI BHARAT KAMDI,Shiv Sena (Uddhav Balasaheb Thackrey)
Maharashtra,Palghar,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/DRHE-2024-10266.jpg,won,601244,+ 183306,DR. HEMANT VISHNU SAVARA,Bharatiya Janata Party
Maharashtra,Osmanabad,img/nota.jpg,,4298,-744454,NOTA,None of the Above
Maharashtra,Osmanabad,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAJKU-2024-5749.jpg,lost,593,-748159,RAJKUMAR SAHEBRAO PATIL,Independent
Maharashtra,Osmanabad,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SAMEE-2024-6141.jpg,lost,594,-748158,SAMEERSINGH RAMESHCHANDRA SALVI,Independent
Maharashtra,Osmanabad,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/UMAJI-2024-5509.jpg,lost,3095,-745657,UMAJI PANDURANG GAIKWAD,Independent
Maharashtra,Nanded,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/NIKHI-2024-4361.jpg,lost,4325,-524569,NIKHIL LAXMANRAO GARJE,Independent
Maharashtra,Mumbai North East,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SANJA-2024-10831.jpg,lost,2764,-448173,SANJAY B. PATIL,National People's Party
Maharashtra,Nanded,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/AVINA-2024-20240408065124.jpg,lost,92512,-436382,AVINASH VISHWANATH BHOSIKAR,Vanchit Bahujan  Aaghadi
Maharashtra,Mumbai North East,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/MOHAM-2024-10827.jpg,lost,1090,-449847,MOHAMMAD ARMAN MOHAMMAD WASI KHAN,Rashtriya Janhit Sangharsh Party
Maharashtra,Mumbai North East,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/MOHAM-2024-10830.jpg,lost,1294,-449643,MOHAMMED AHMED SHAIKH,Independent
Maharashtra,Mumbai North East,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/PREMR-2024-9583.jpg,lost,1601,-449336,PREM RAMAPATI GUPTA,Independent
Maharashtra,Mumbai North East,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/DRPR-2024-10159.jpg,lost,2373,-448564,PROF. DR. PRASHANT GANGAWANE,Desh Janhit Party
Maharashtra,Mumbai North East,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SANJU-2024-10151.jpg,lost,2582,-448355,SANJU MARUTI PAWAR,Maharashtra Vikas Aghadi
Maharashtra,Mumbai North East,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SUSHM-2024-9236.jpg,lost,2891,-448046,DR. SUSHMA MAURYA,Independent
Maharashtra,Mumbai North East,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/VIDYA-2024-10154.jpg,lost,979,-449958,VIDYA NAIK,Independent
Maharashtra,Mumbai North East,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/NANDE-2024-10829.jpg,lost,8318,-442619,NANDESH VITHAL UMAP,Bahujan Samaj Party
Maharashtra,Mumbai North East,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/MIHIR-2024-9227.jpg,lost,421076,-29861,MIHIR CHANDRAKANT KOTECHA,Bharatiya Janata Party
Maharashtra,Mumbai North East,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SANJA-2024-9582.jpg,won,450937,+ 29861,SANJAY DINA PATIL,Shiv Sena (Uddhav Balasaheb Thackrey)
Maharashtra,Mumbai North Central,img/nota.jpg,,9749,-435796,NOTA,None of the Above
Maharashtra,Mumbai North Central,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/MUZAF-2024-9765.jpg,lost,173,-445372,MUZAFAR ALI SHAIKH,Independent
Maharashtra,Mumbai North Central,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/FEROZ-2024-20240506021012.jpg,lost,180,-445365,ADV FEROZ SHAIKH,Independent
Maharashtra,Mumbai North Central,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/YUNUS-2024-20240506022526.jpg,lost,220,-445325,YUNUSALI RASHID MULLA,Independent
Maharashtra,Mumbai North East,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/DAULA-2024-10163.jpg,lost,14657,-436280,DAULAT KADAR KHAN,Vanchit Bahujan  Aaghadi
Maharashtra,Mumbai North Central,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAJES-2024-20240503064415.jpg,lost,289,-445256,RAJESH MOHAN LOKHANDE,Independent
Maharashtra,Mumbai North East,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/BHOPI-2024-9584.jpg,lost,946,-449991,BHOPINDER SINGH SAINI,Viro Ke Vir Indian Party
Maharashtra,Mumbai North East,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/BHAWA-2024-9391.jpg,lost,746,-450191,BHAWANI H. CHOUDHARY,Sardar Vallabhbhai Patel Party
Maharashtra,Mumbai North West,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ARORA-2024-9563.jpg,lost,1675,-450969,ARORA SURINDER MOHAN,Bharat Jan Aadhar Party
Maharashtra,Mumbai North West,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/BALAV-2024-10745.jpg,lost,1763,-450881,BALA VENKATESH VINAYAK NADAR,Aapki Apni Party (Peoples)
Maharashtra,Mumbai North West,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SUNIL-2024-10721.jpg,lost,2002,-450642,SUNIL BHIMA CHAVAN,Independent
Maharashtra,Mumbai North West,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SAMEE-2024-10730.jpg,lost,3173,-449471,SAMEER MORE,Independent
Maharashtra,Mumbai North West,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAJES-2024-10752.jpg,lost,4812,-447832,RAJESH RAMKISAN MALLAH,Bahujan Samaj Party
Maharashtra,Mumbai North West,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/PARME-2024-10144.jpg,lost,10052,-442592,PARMESHWAR ASHOK RANSHUR,Vanchit Bahujan  Aaghadi
Maharashtra,Mumbai North East,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/DILIP-2024-10149.jpg,lost,838,-450099,BANSODE DILIP,Independent
