state,constituency,image,result,votes,margin,name,party
Karnataka,Mandya,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/RANJI-2024-20240408045025.jpg,lost,2909,-848972,RANJITHA. N,Independent
Karnataka,Mandya,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/RAMAI-2024-20240408045007.jpg,lost,3810,-848071,RAMAIAH. D,Independent
Karnataka,Mandya,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/SHIVA-2024-20240408044354.jpg,lost,6964,-844917,SHIVASHANKARA. S,Bahujan Samaj Party
Karnataka,Mysore,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/MLAK-2024-3186.jpg,lost,656241,-139262,M. LAKSHMANA,Indian National Congress
Karnataka,Mandya,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/CHAND-2024-20240408044826.jpg,lost,12394,-839487,CHANDAN GOWDA. K,Independent
Karnataka,Mandya,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/HDK-2024-20240408044241.jpg,won,851881,+ 284620,H.D. KUMARASWAMY,Janata Dal  (Secular)
Karnataka,Koppal,img/nota.jpg,,3519,-659992,NOTA,None of the Above
Karnataka,Koppal,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/IMAMS-2024-4702.jpg,lost,733,-662778,IMAMSAB JANGLISAB MULLA,Independent
Karnataka,Koppal,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/SHARA-2024-5881.jpg,lost,776,-662735,C. SHARANA BASAPPA,Republican Party of India (Karnataka)
Karnataka,Koppal,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/DDURG-2024-20240423040258.jpg,lost,799,-662712,D DURGA PRASAD BYATARAYANAJI,Challengers Party
Karnataka,Koppal,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/RAMZA-2024-5800.jpg,lost,806,-662705,RAMZANBEE,All India Ulama Congress
Karnataka,Koppal,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/NIRUP-2024-4511.jpg,lost,900,-662611,NIRUPADI K GOMARSI,Karnataka Rashtra Samithi
Karnataka,Koppal,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/SHARA-2024-4373.jpg,lost,1106,-662405,SHARANAPPA,Socialist Unity Centre Of India (COMMUNIST)
Karnataka,Koppal,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/GANOJ-2024-5118.jpg,lost,1117,-662394,ANNOJI RAO. G,Sarva Janata Party
Karnataka,Koppal,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/KARIM-2024-20240419030020.jpg,lost,1238,-662273,KAREEMPASHA GACHCHINMANI.,Independent
Karnataka,Koppal,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/HANAM-2024-4660.jpg,lost,1248,-662263,HANAMESH . S . H. SHAKHAPUR,Independent
Karnataka,Koppal,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/PAYA-2024-20240423040336.jpg,lost,1895,-661616,PA.YA. GANESH,Independent
Karnataka,Koppal,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/KALAP-2024-5186.jpg,lost,1982,-661529,KALAPPA YACHRAPPA BADIGER VISHWAKARMA,Independent
Karnataka,Mandya,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/VENKA-2024-20240408060327.jpg,lost,567261,-284620,VENKATARAMANE GOWDA (STAR CHANDRU),Indian National Congress
Karnataka,Koppal,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/SURES-2024-20240423040412.jpg,lost,4642,-658869,SURESH. GOUDA MUNDINAMANE,Independent
Karnataka,Mysore,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/RANGA-2024-2794.jpg,lost,4306,-791197,RANGASWAMY. M,Independent
Karnataka,Mysore,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/ASSAT-2024-2592.jpg,lost,3746,-791757,A. S. SATHISH,Independent
Karnataka,Shimoga,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/RAVIK-2024-4398.jpg,lost,4552,-774169,RAVIKUMARA N.,Independent
Karnataka,Shimoga,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/BANDI-2024-5871.jpg,lost,7266,-771455,BANDI,Independent
Karnataka,Shimoga,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/KSESH-2024-4385.jpg,lost,30050,-748671,K. S. ESHWARAPPA,Independent
Karnataka,Shimoga,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/GEETH-2024-4445.jpg,lost,535006,-243715,GEETHA SHIVARAJKUMAR,Indian National Congress
Karnataka,Shimoga,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/BYR-2024-5065.jpg,won,778721,+ 243715,B.Y.RAGHAVENDRA,Bharatiya Janata Party
Karnataka,Raichur,img/nota.jpg,,9850,-661116,NOTA,None of the Above
Karnataka,Raichur,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/RAMAL-2024-20240422052606.jpg,lost,2409,-668557,RAMALINGAPPA,Socialist Unity Centre Of India (COMMUNIST)
Karnataka,Raichur,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/SHAMR-2024-20240412035506.jpg,lost,2640,-668326,MEDHAR SHAMRAO,Bhartiya Jan Samrat Party
Karnataka,Raichur,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/YALLA-2024-20240422052705.jpg,lost,3634,-667332,YALLAMMA DALAPATHI,Independent
Karnataka,Raichur,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/AMARE-2024-20240422053254.jpg,lost,4465,-666501,AMARESH,Independent
Karnataka,Raichur,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/BASAV-2024-4723.jpg,lost,5181,-665785,BASAVA PRABHU. MEDA,Karnataka Rashtra Samithi
Karnataka,Raichur,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/NARAS-2024-20240422052731.jpg,lost,9289,-661677,S. NARASANNA GOUDA NAYAKA,Bahujan Samaj Party
Karnataka,Raichur,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/RAJAA-2024-20240415021352.jpg,lost,591185,-79781,RAJA AMARESHWARA NAIK.,Bharatiya Janata Party
Karnataka,Mysore,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/NAMBA-2024-3536.jpg,lost,4080,-791423,KADAMBA NAA AMBARISH,Karnataka Jantha Paksha
Karnataka,Raichur,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/GKUMA-2024-5023.jpg,won,670966,+ 79781,G. KUMAR NAIK.,Indian National Congress
Karnataka,Mysore,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/AGRAM-2024-3593.jpg,lost,490,-795013,A. G. RAMACHANDRA RAO,Secular Democratic Congress
Karnataka,Mysore,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/HMNAN-2024-3511.jpg,lost,523,-794980,DR. H. M. NANJUNDASWAMY,Samajwadi Janata Party(Karnataka)
Karnataka,Mysore,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/CHRIS-2024-3194.jpg,lost,544,-794959,CHRISTOPHER RAJ KUMAR,Independent
Karnataka,Mysore,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/MSPRA-2024-2459.jpg,lost,740,-794763,M. S. PRAVEEN,Karnataka Rashtra Samithi
Karnataka,Mysore,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/DARSH-2024-20240408062353.jpg,lost,764,-794739,DARSHAN K PONNETI,Independent
Karnataka,Mysore,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/AMBED-2024-3631.jpg,lost,835,-794668,AMBEDKAR. C. J,Independent
Karnataka,Mysore,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/PSY-2024-2677.jpg,lost,878,-794625,P. S. YADURAPPA,Independent
Karnataka,Mysore,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/HARIS-2024-3030.jpg,lost,976,-794527,HARISH GOWDA,Socialist Party (India)
Karnataka,Mysore,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/HKK-2024-20240408053654.jpg,lost,1489,-794014,H. K. KRISHNA,Karunaadu Party
Karnataka,Mysore,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/SUNIL-2024-2434.jpg,lost,1560,-793943,COMRADE SUNIL T. R,Socialist Unity Centre Of India (COMMUNIST)
Karnataka,Mysore,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/LEELA-2024-2779.jpg,lost,1754,-793749,PRAJAKEEYA LEELA SHIVAKUMAR,Uttama Prajaakeeya Party
Karnataka,Mysore,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/RAJU-2024-3506.jpg,lost,1949,-793554,RAJU,Independent
Karnataka,Mysore,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/RAMAM-2024-2805.jpg,lost,3605,-791898,RAMAMURTHY. M,Independent
Karnataka,Mysore,img/nota.jpg,,4490,-791013,NOTA,None of the Above
Karnataka,Dakshina Kannada,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/SUPRE-2024-2442.jpg,lost,1901,-762231,SUPREETH KUMAR POOJARY  KATEEL,Independent
Karnataka,Bidar,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/DILIP-2024-20240422073342.jpg,lost,798,-665519,DILIP KADWAD,Independent
Karnataka,Dakshina Kannada,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/KANTH-2024-20240404120733.jpg,lost,4232,-759900,KANTHAPPA ALANGAR,Bahujan Samaj Party
Karnataka,Bangalore South,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/TINTI-2024-3270.jpg,lost,1968,-748862,TINTISHA HEMACHANDRA SAGAR,Independent
Karnataka,Bangalore South,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/ARUNP-2024-4053.jpg,lost,2425,-748405,ARUN PRASAD.A,Bahujan Samaj Party
Karnataka,Bangalore South,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/SOWMY-2024-20240403012828.jpg,lost,473747,-277083,SOWMYA REDDY,Indian National Congress
Karnataka,Bangalore South,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/TEJAS-2024-20240410040024.jpg,won,750830,+ 277083,TEJASVI SURYA,Bharatiya Janata Party
Karnataka,Bangalore Rural,img/nota.jpg,,10649,-1068353,NOTA,None of the Above
Karnataka,Bangalore Rural,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/HVCHA-2024-3438.jpg,lost,480,-1078522,H V CHANDRASHEKAR,Viduthalai Chiruthaigal Katchi
Karnataka,Bangalore Rural,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/MOHAM-2024-2669.jpg,lost,486,-1078516,MOHAMMAD DASTAGEER,Young Star Empowerment Party
Karnataka,Bangalore Rural,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/VASIS-2024-3191.jpg,lost,584,-1078418,VASIST J,Country Citizen Party
Karnataka,Bangalore Rural,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/SURES-2024-2997.jpg,lost,798,-1078204,SURESH S,Karunaadu Party
Karnataka,Bangalore Rural,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/NARAS-2024-3598.jpg,lost,813,-1078189,NARASIMHAMURTHY J P,Independent
Karnataka,Bangalore Rural,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/MAHAM-2024-2624.jpg,lost,821,-1078181,MAHAMAD MUSADIK PASHA,Karnataka Rashtra Samithi
Karnataka,Bangalore Rural,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/KUMAR-2024-2679.jpg,lost,1066,-1077936,KUMAR L,Bharatiya Prajagala Kalyana Paksha
Karnataka,Bangalore Rural,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/MANJU-2024-3174.jpg,lost,1400,-1077602,C N MANJUNATHA,Bahujan Bharat Party
Karnataka,Bangalore Rural,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/NKRIS-2024-3505.jpg,lost,1402,-1077600,N KRISHNAPPA,Pyramid Party of India
Karnataka,Bangalore Rural,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/JTPRA-2024-20240402125538.jpg,lost,1472,-1077530,J T PRAKASH,Independent
Karnataka,Bangalore Rural,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/HEMAV-2024-2579.jpg,lost,1774,-1077228,HEMAVATHI K,Socialist Unity Centre Of India (COMMUNIST)
Karnataka,Bangalore Rural,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/SURES-2024-3689.jpg,lost,3236,-1075766,SURESH M N,Independent
Karnataka,Dakshina Kannada,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/DURGA-2024-2672.jpg,lost,2592,-761540,DURGA PRASAD,Karunada Sevakara Party
Karnataka,Bangalore Rural,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/DKSUR-2024-20240406033551.jpg,lost,809355,-269647,D K SURESH,Indian National Congress
Karnataka,Bangalore Rural,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/DRCNM-2024-3418.jpg,won,1079002,+ 269647,DR C N MANJUNATH,Bharatiya Janata Party
Karnataka,Bangalore North,img/nota.jpg,,13554,-972495,NOTA,None of the Above
Karnataka,Bangalore North,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/PARAS-2024-3572.jpg,lost,313,-985736,PARASAPPA BHEEMAPPA GAJJERI,Rani Chennamma Party
Karnataka,Bangalore North,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/SHOBA-2024-20240402115125.jpg,lost,320,-985729,SHOBAN BABU  V,Indian Labour Party (Ambedkar Phule)
Karnataka,Bangalore North,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/JJAI-2024-20240405011544.jpg,lost,359,-985690,"GLOBE STAR J. JAI SIMHA VARMA, B E.",Gareeb Aadmi Party
Karnataka,Bangalore North,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/JVEN-2024-3599.jpg,lost,425,-985624,HEBBAL VENKATESH.J,Republican Party of India (A)
Karnataka,Bangalore North,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/KRISH-2024-20240403041146.jpg,lost,559,-985490,KRISHNAIAH,Rashtriya Samaj Dal (R)
Karnataka,Bangalore North,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/VSUD-2024-20240403124352.jpg,lost,657,-985392,SUDHA.  V,Independent
Karnataka,Bangalore South,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/VATAL-2024-3823.jpg,lost,1867,-748963,VATAL NAGARAJ,Kannada Chalavali Vatal Paksha
Karnataka,Bangalore South,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/KEMPE-2024-20240410040047.jpg,lost,1393,-749437,KEMPEGOWDA,Navabharath Sena
Karnataka,Bangalore South,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/TEJAS-2024-20240402041812.jpg,lost,1150,-749680,TEJASWINI DHANANJAY,Independent
Karnataka,Bangalore South,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/BALAK-2024-2706.jpg,lost,1110,-749720,BALAKRISHNA.M.,Uttama Prajaakeeya Party
Karnataka,Belgaum,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/ASHPA-2024-5320.jpg,lost,634,-761395,ASHPAKAHMAD USTAD,Independent
Karnataka,Belgaum,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/ASHOK-2024-4999.jpg,lost,679,-761350,ASHOK P HANAJI,Independent
Karnataka,Belgaum,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/PUNDA-2024-4995.jpg,lost,1099,-760930,PUNDALIK ITNAL,Independent
Karnataka,Belgaum,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/LAXMA-2024-5002.jpg,lost,1302,-760727,LAXMAN JADAGANNAVAR,Socialist Unity Centre Of India (COMMUNIST)
Karnataka,Belgaum,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/NITIN-2024-5311.jpg,lost,1310,-760719,NITIN ASHOK MHADAGUT,Independent
Karnataka,Belgaum,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/PRAJA-2024-20240424084418.jpg,lost,1433,-760596,PRAJAAKEEYA MALLAPPA CHOGALA (PREM),Uttama Prajaakeeya Party
Karnataka,Belgaum,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/VIJAY-2024-5926.jpg,lost,2808,-759221,VIJAY S METHRANI,Independent
Karnataka,Belgaum,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/RAVIS-2024-4514.jpg,lost,3926,-758103,RAVI SHIVAPPA PADASALAGI,Independent
Karnataka,Belgaum,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/ASHOK-2024-4694.jpg,lost,4407,-757622,ASHOK APPAYA APPUGOL,Bahujan Samaj Party
Karnataka,Belgaum,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/BASAP-2024-4447.jpg,lost,5441,-756588,BASAPPA GURUSIDDAPPA KUMBAR,Karnataka Rashtra Samithi
Karnataka,Belgaum,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/MAHAD-2024-5173.jpg,lost,9503,-752526,MAHADEV PATIL,Independent
Karnataka,Belgaum,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/MRINA-2024-4457.jpg,lost,583592,-178437,MRINAL R HEBBALKAR,Indian National Congress
Karnataka,Belgaum,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/JAGAD-2024-4439.jpg,won,762029,+ 178437,JAGADISH SHETTAR,Bharatiya Janata Party
Karnataka,Bangalore North,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/SHIVA-2024-20240409121959.jpg,lost,817,-985232,SHIVAKUMAR. B,Karnataka Rashtra Samithi
Karnataka,Bangalore South,img/nota.jpg,,7857,-742973,NOTA,None of the Above
Karnataka,Bangalore South,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/SUBRA-2024-20240401033209.jpg,lost,237,-750593,SUBRAHMANYA KUMAR KUNTIKANAMATA,Independent
Karnataka,Bangalore South,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/ASGAR-2024-3113.jpg,lost,269,-750561,ASGAR A MOHIN.S.M.,Independent
Karnataka,Bangalore South,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/CMSH-2024-20240330021531.jpg,lost,297,-750533,C M. SHABAZ KHAN,Young Star Empowerment Party
Karnataka,Bangalore South,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/MANUJ-2024-3795.jpg,lost,310,-750520,KARAVALI MANJUNATH. BE,Rashtriya Samaj Dal (R)
Karnataka,Bangalore South,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/KANTH-2024-20240410040156.jpg,lost,403,-750427,KANTHAKUMAR.R.,Independent
Karnataka,Bangalore South,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/KCJ-2024-20240410040222.jpg,lost,452,-750378,K. C. JANARDHAN,Independent
Karnataka,Bangalore South,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/ARAJ-2024-3559.jpg,lost,477,-750353,A . RAJ.,Independent
Karnataka,Bangalore South,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/CHETA-2024-20240402013300.jpg,lost,492,-750338,CHETAN CHAMAN,Country Citizen Party
Karnataka,Bangalore South,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/DRHAR-2024-20240410040322.jpg,lost,563,-750267,DR HARISH GOWDA,Independent
Karnataka,Bangalore South,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/RAGUP-2024-2468.jpg,lost,738,-750092,RAGHUPATHI BHAT,Karnataka Rashtra Samithi
Karnataka,Bangalore South,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/VRAJ-2024-20240410035954.jpg,lost,740,-750090,V.RAJKUMAR VCK,Independent
Karnataka,Bangalore South,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/RANJI-2024-3088.jpg,lost,860,-749970,RANJITH GOWDA,Independent
Karnataka,Bangalore South,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/JAYAP-2024-3024.jpg,lost,942,-749888,JAYAPAL.D,Independent
Karnataka,Bangalore South,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/RSHEK-2024-3292.jpg,lost,215,-750615,DR.R.SHEKAR THIRUMAVALVAN,Independent
Karnataka,Belgaum,img/nota.jpg,,5726,-756303,NOTA,None of the Above
Karnataka,Bangalore North,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/BHASK-2024-2580.jpg,lost,831,-985218,BHASKAR ANKALAMADUGU SHIVAREDDY,Independent
Karnataka,Bangalore North,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/NIRMA-2024-2476.jpg,lost,977,-985072,NIRMALA H.L,Socialist Unity Centre Of India (COMMUNIST)
Karnataka,Bangalore central,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/JAYAL-2024-2493.jpg,lost,2761,-656154,JAYALAKSHMI SUNDARA RAJAN,Independent
Karnataka,Bangalore central,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/SATHI-2024-3490.jpg,lost,3087,-655828,SATISH CHANDRA. M.,Bahujan Samaj Party
Karnataka,Bangalore central,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/MANSO-2024-3109.jpg,lost,626208,-32707,MANSOOR ALI KHAN,Indian National Congress
Karnataka,Bangalore central,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/PCM-2024-20240403123209.jpg,won,658915,+ 32707,P C MOHAN,Bharatiya Janata Party
Karnataka,Bagalkot,img/nota.jpg,,3420,-667619,NOTA,None of the Above
Karnataka,Bagalkot,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/SHANK-2024-20240423060946.jpg,lost,441,-670598,SHANKAR. VENKAPPA. NAIKAR.,Republican Party of India (A)
Karnataka,Bagalkot,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/SMM-2024-20240423061238.jpg,lost,454,-670585,S. M. MARIGOUDAR,Desh Prem Party
Karnataka,Bagalkot,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/SAGAR-2024-20240423060809.jpg,lost,499,-670540,SAGAR. BASAPPA. KUMBAR,Karnataka Rashtra Samithi
Karnataka,Bagalkot,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/MUTTA-2024-20240423061322.jpg,lost,518,-670521,MUTTAPPA MUDAKAPPA HIREKUMBI,Raita Bharat Party
Karnataka,Bagalkot,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/ABDUL-2024-20240423061301.jpg,lost,529,-670510,ABDULAZIZ KALADAGI PENDARI,Independent
Karnataka,Bagalkot,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/SAIYY-2024-20240423061207.jpg,lost,550,-670489,SAIYYAD IMAMSAB JAKALI,Tipu Sultan Party
Karnataka,Bagalkot,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/RAVIS-2024-20240423060653.jpg,lost,656,-670383,RAVI SHIVAPPA PADASALAGI,Independent
Karnataka,Bagalkot,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/SHARA-2024-20240423052624.jpg,lost,832,-670207,SHARANAPPA MALLAPPA KOTLANNAVAR,Independent
Karnataka,Bagalkot,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/RAJES-2024-20240423060608.jpg,lost,992,-670047,RAJESAB BURANSAB. MASALI,Independent
Karnataka,Bagalkot,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/MALLI-2024-20240423060734.jpg,lost,1144,-669895,MALLIKARJUN H. T.,Socialist Unity Centre Of India (COMMUNIST)
Karnataka,Bagalkot,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/AMBRO-2024-20240423060634.jpg,lost,1205,-669834,AMBROSE D' MELLO,Independent
Karnataka,Bagalkot,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/KENGA-2024-20240423060754.jpg,lost,1207,-669832,KENGANAL. MALLIKARJUN. BHIMAPPA,Independent
Karnataka,Bagalkot,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/DATTA-2024-20240423060843.jpg,lost,1620,-669419,DATTATREYA DASHARATHA TAVARE,Independent
Karnataka,Bagalkot,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/PRASH-2024-20240423061339.jpg,lost,1914,-669125,PRASHANT RAO,Independent
Karnataka,Bagalkot,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/DRMU-2024-20240423061010.jpg,lost,3135,-667904,DR. MUTTU. S. SURAKOD. (MADAR),Independent
Karnataka,Bagalkot,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/MBS-2024-20240423061113.jpg,lost,4479,-666560,M. B. SIDAGONI,Bahujan Samaj Party
Karnataka,Bagalkot,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/JYOTI-2024-20240423061144.jpg,lost,4645,-666394,JYOTI GULEDGUDDA,Independent
Karnataka,Bagalkot,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/ANTHO-2024-20240423060720.jpg,lost,4923,-666116,ANTHOSH SAVVASE,Uttama Prajaakeeya Party
Karnataka,Bagalkot,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/PARAS-2024-20240423060827.jpg,lost,5090,-665949,PARASHURAM. LAXMAN. NEELANAIK,Independent
Karnataka,Bagalkot,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/NAGAR-2024-20240423060921.jpg,lost,5629,-665410,NAGARAJ. S. KALKUTAGAR,Independent
Karnataka,Bagalkot,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/SAMYU-2024-20240423060706.jpg,lost,602640,-68399,SAMYUKTA SHIVANAND PATIL,Indian National Congress
Karnataka,Bagalkot,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/GADDI-2024-20240423060901.jpg,won,671039,+ 68399,GADDIGOUDAR. PARVATAGOUDA. CHANDANAGOUDA.,Bharatiya Janata Party
Karnataka,Bangalore central,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/SURES-2024-3148.jpg,lost,1739,-657176,SURESH BABU. M. C,Uttama Prajaakeeya Party
Karnataka,Bangalore central,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/MANJU-2024-20240408044707.jpg,lost,1556,-657359,K. MANJUNATHA,Independent
Karnataka,Bangalore central,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/SMKRI-2024-2770.jpg,lost,1474,-657441,S. M. KRISHNA,Independent
Karnataka,Bangalore central,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S10/MURUG-2024-4064.jpg,lost,1162,-657753,MURUGESH. R,Independent
